,Sim,Step,Firm,Agent Type,Market,Capital,Rev,Fix Cost,Var Cost,Entry Cost,In Market,Price,Quantity,Market Number
262,1,10,1,Placeholder for agent info; Fill this in!,3,nan,0,0,0,0,0,0,0,Market # Placeholder
263,1,11,1,Placeholder for agent info; Fill this in!,3,nan,0,0,0,0,0,0,0,Market # Placeholder
264,1,0,1,Placeholder for agent info; Fill this in!,4,0,0,0,0,0,0,0,0,Market # Placeholder
265,1,1,1,Placeholder for agent info; Fill this in!,4,0,0,0,0,0,0,0,0,Market # Placeholder
266,1,2,1,Placeholder for agent info; Fill this in!,4,0,0,0,0,0,0,0,0,Market # Placeholder
267,1,3,1,Placeholder for agent info; Fill this in!,4,0,0,0,0,0,0,0,0,Market # Placeholder
268,1,4,1,Placeholder for agent info; Fill this in!,4,0,0,0,0,0,0,0,0,Market # Placeholder
269,1,5,1,Placeholder for agent info; Fill this in!,4,0,0,0,0,0,0,0,0,Market # Placeholder
270,1,6,1,Placeholder for agent info; Fill this in!,4,nan,0,0,0,0,0,0,0,Market # Placeholder
271,1,7,1,Placeholder for agent info; Fill this in!,4,nan,0,0,0,0,0,0,0,Market # Placeholder
272,1,8,1,Placeholder for agent info; Fill this in!,4,nan,0,0,0,0,0,0,0,Market # Placeholder
273,1,9,1,Placeholder for agent info; Fill this in!,4,nan,0,0,0,0,0,0,0,Market # Placeholder
274,1,10,1,Placeholder for agent info; Fill this in!,4,nan,0,0,0,0,0,0,0,Market # Placeholder
275,1,11,1,Placeholder for agent info; Fill this in!,4,nan,0,0,0,0,0,0,0,Market # Placeholder
276,1,0,1,Placeholder for agent info; Fill this in!,5,0,0,0,0,0,0,0,0,Market # Placeholder
277,1,1,1,Placeholder for agent info; Fill this in!,5,0,0,0,0,0,0,0,0,Market # Placeholder
278,1,2,1,Placeholder for agent info; Fill this in!,5,0,0,0,0,0,0,0,0,Market # Placeholder
279,1,3,1,Placeholder for agent info; Fill this in!,5,0,0,0,0,0,0,0,0,Market # Placeholder
280,1,4,1,Placeholder for agent info; Fill this in!,5,0,0,0,0,0,0,0,0,Market # Placeholder
281,1,5,1,Placeholder for agent info; Fill this in!,5,0,0,0,0,0,0,0,0,Market # Placeholder
282,1,6,1,Placeholder for agent info; Fill this in!,5,nan,0,0,0,0,0,0,0,Market # Placeholder
283,1,7,1,Placeholder for agent info; Fill this in!,5,nan,0,0,0,0,0,0,0,Market # Placeholder
284,1,8,1,Placeholder for agent info; Fill this in!,5,nan,0,0,0,0,0,0,0,Market # Placeholder
285,1,9,1,Placeholder for agent info; Fill this in!,5,nan,0,0,0,0,0,0,0,Market # Placeholder
286,1,10,1,Placeholder for agent info; Fill this in!,5,nan,0,0,0,0,0,0,0,Market # Placeholder
287,1,11,1,Placeholder for agent info; Fill this in!,5,nan,0,0,0,0,0,0,0,Market # Placeholder
